Company,city_concat,alt_name,NewsID,Year,Circ,City,State
seattlepi.com,seattlepi.comseattle,,464,2010,O,seattle,wa
the seattle times,the seattle timesseattle,,465,1997,C,seattle,wa
daily journal of commerce,daily journal of commerceseattle,,1698,2004,G,seattle,wa
investigatewest,investigatewestseattle,,2139,2011,O,seattle,wa
crosscut public media,crosscut public mediaseattle,,2154,2010,O,seattle,wa
common language project,common language projectseattle,,2281,2016,O,seattle,wa
Grist,GristSeattle,,2416,n/a,n/a,Seattle,WA
the spokesman-review,the spokesman-reviewspokane,,466,1994,C,spokane,wa
the daily news,the daily newssunnyside,,1874,1994,H,sunnyside,wa
the news tribune,the news tribunetacoma,,467,1994,C,tacoma,wa
the columbian,the columbianvancouver,,468,1994,D,vancouver,wa
walla walla union-bulletin,walla walla union-bulletinwalla walla,,1700,1997,F,walla walla,wa
the wenatchee world,the wenatchee worldwenatchee,,469,1997,E,wenatchee,wa
yakima herald-republic,yakima herald-republicyakima,,470,1998,E,yakima,wa
the washington independent,the washington independent,,2207,2010,O,,wa
antigo daily journal,antigo daily journalantigo,,1727,2002,G,antigo,wi
the post-crescent,the post-crescentappleton,,473,1994,D,appleton,wi
the daily press,the daily pressashland,,1728,1994,G,ashland,wi
news-republic/south central wisconsin news,news-republic/south central wisconsin newsbaraboo,,1729,1998,G,baraboo,wi
baraboo news republic,baraboo news republicbaraboo,,2259,2016,H,baraboo,wi
daily citizen,daily citizenbeaver dam,,1730,1998,F,beaver dam,wi
beloit daily news,beloit daily newsbeloit,,1731,1998,F,beloit,wi
the chippewa herald,the chippewa heraldchippewa falls,,474,1998,G,chippewa falls,wi
leader-telegram,leader-telegrameau claire,,1732,1997,E,eau claire,wi
the reporter,the reporterfond du lac,,1853,1994,F,fond du lac,wi
daily jefferson county union,daily jefferson county unionfort atkinson,,1734,1998,G,fort atkinson,wi
green bay press-gazette,green bay press-gazettegreen bay,,475,2000,D,green bay,wi
the green bay news-chronicle,the green bay news-chroniclegreen bay,,1735,1998,G,green bay,wi
the janesville gazette,the janesville gazettejanesville,,1736,1998,F,janesville,wi
kenosha news,kenosha newskenosha,,476,1997,E,kenosha,wi
la crosse tribune,la crosse tribunela crosse,,1737,2003,E,la crosse,wi
geneva shore report,geneva shore reportlake geneva,,2303,2016,O,lake geneva,wi
the capital times,the capital timesmadison,,477,1994,F,madison,wi
wisconsin state journal,wisconsin state journalmadison,,478,1997,D,madison,wi
wisconsin center for investigative journalism,wisconsin center for investigative journalismmadison,,2138,2010,O,madison,wi
lee enterprises - madison hub,lee enterprises - madison hubmadison,,2319,2015,Hubs,madison,wi
herald times reporter,herald times reportermanitowoc,,1738,2001,F,manitowoc,wi
eagleherald,eagleheraldmarinette,,1044,1997,F,marinette,wi
marshfield news-herald,marshfield news-heraldmarshfield,,1740,1998,F,marshfield,wi
milwaukee journal sentinel,milwaukee journal sentinelmilwaukee,,479,1997,B,milwaukee,wi
the sentinel,the sentinelmilwaukee,,480,1994,C,milwaukee,wi
monroe times,monroe timesmonroe,,1741,1999,G,monroe,wi
oshkosh northwestern,oshkosh northwesternoshkosh,,1742,1998,F,oshkosh,wi
portage daily register,portage daily registerportage,,1854,2014,H,portage,wi
the journal times,the journal timesracine,,1744,1994,E,racine,wi
the daily news,the daily newsrhinelander,,1745,1994,G,rhinelander,wi
shawano leader,shawano leadershawano,,1746,1998,G,shawano,wi
the sheboygan press,the sheboygan presssheboygan,,481,1999,E,sheboygan,wi
stevens point journal,stevens point journalstevens point,,1747,1999,F,stevens point,wi
the daily telegram,the daily telegramsuperior,,1748,1995,F,superior,wi
waukesha county freeman,waukesha county freemanwaukesha,,1750,2000,F,waukesha,wi
wausau daily herald,wausau daily heraldwausau,,1751,1997,F,wausau,wi
the daily news,the daily newswest bend,,2037,1994,F,west bend,wi
the daily tribune,the daily tribunewisconsin rapids,,1752,2001,F,wisconsin rapids,wi
wisconsin rapids daily tribune,wisconsin rapids daily tribunewisconsin rapids,,2404,2016,G,wisconsin rapids,wi
the register-herald,the register-heraldbeckley,,1701,1998,E,beckley,wv
bluefield daily telegraph,bluefield daily telegraphbluefield,,1703,1998,F,bluefield,wv
the charleston gazette,the charleston gazettecharleston,,471,2006,E,charleston,wv
charleston daily mail,charleston daily mailcharleston,,1705,1997,D,charleston,wv
clarksburg exponent telegram,clarksburg exponent telegramclarksburg,,1707,2010,F,clarksburg,wv
the inter-mountain,the inter-mountainelkins,,1708,2002,F,elkins,wv
times-west virginian,times-west virginianfairmont,,1709,1998,F,fairmont,wv
the herald-dispatch,the herald-dispatchhuntington,,1712,1996,E,huntington,wv
mineral daily news tribune,mineral daily news tribunekeyser,,1714,2012,H,keyser,wv
west virginia daily news,west virginia daily newslewisburg,,1715,2000,H,lewisburg,wv
the logan banner,the logan bannerlogan,,1716,2007,G,logan,wv
the journal,the journalmartinsburg,,1717,1999,F,martinsburg,wv
the dominion post,the dominion postmorgantown,,1718,1994,F,morgantown,wv
moundsville daily echo,moundsville daily echomoundsville,,1720,1998,H,moundsville,wv
the parkersburg news and the parkersburg sentinel,the parkersburg news and the parkersburg sentinelparkersburg,,1721,2014,H,parkersburg,wv
the parkersburg news and the parkersburg sentinel,the parkersburg sentinelparkersburg,,1722,1997,F,parkersburg,wv
point pleasant register,point pleasant registerpoint pleasant,,1723,1998,G,point pleasant,wv
Weirton Daily Times,Weirton Daily Timesweirton,,1724,1994,G,weirton,wv
the welch daily news,the welch daily newswelch,,1725,2004,H,welch,wv
wheeling news-register,wheeling news-registerwheeling,,472,1999,F,wheeling,wv
the intelligencer and wheeling news-register,the intelligencer and wheeling news-registerwheeling,,1852,2006,E,wheeling,wv
williamson daily news,williamson daily newswilliamson,,1726,1998,F,williamson,wv
casper star-tribune,casper star-tribunecasper,,1753,1998,E,casper,wy
wyoming tribune-eagle,wyoming tribune-eaglecheyenne,,1755,2004,F,cheyenne,wy
the news-record,the news-recordgillette,,1756,1994,G,gillette,wy
wyofile,wyofilelander,,2182,2011,O,lander,wy
daily boomerang,daily boomeranglaramie,,483,1999,G,laramie,wy
rawlins daily times,rawlins daily timesrawlins,,1757,2005,H,rawlins,wy
riverton ranger,riverton rangerriverton,,1758,1998,G,riverton,wy
daily rocket-miner,daily rocket-minerrock springs,,1759,1999,G,rock springs,wy
sheridan press,sheridan presssheridan,,1760,2002,G,sheridan,wy
northern wyoming daily news,northern wyoming daily newsworland,,1761,2006,H,worland,wy
bay area news group,bay area news groupgroup1,,2260,2014,Groups,group1,
cox consolidated wire editing desk - atlanta,cox consolidated wire editing desk - atlantahub13,,2286,2014,Hubs,hub13,
cox consolidated copy desk & page design hubs - dayton,cox consolidated copy desk & page design hubs - daytonhub14,,2283,2014,Hubs,hub14,
cox consolidated copy desk & page design hubs - palm beach,cox consolidated copy desk & page design hubs - palm beachhub15,,2285,2014,Hubs,hub15,
scripps consolidated desk - corpus christi,scripps consolidated desk - corpus christihub19,,2355,2014,Hubs,hub19,
scripps - fl and sc,scripps - fl and schub20,,2354,2014,Hubs,hub20,
la news group hub,la news group hubhub4,,2313,2014,Hubs,hub4,
thunderdome - digital first media,thunderdome - digital first mediahub5,,2391,2014,Hubs,hub5,
gannett design studio - des moines,gannett design studio - des moineshub8,,2298,2014,Hubs,hub8,
baltimore fishbowl,baltimore fishbowl,,2258,2016,O,,
berkeleyside,berkeleyside,,2263,2016,O,,
blufftonicon,blufftonicon,,2265,2016,O,,
cambridge day,cambridge day,,2270,2016,O,,
carson now,carson now,,2272,2016,O,,
catalyst chicago,catalyst chicago,,2273,2016,O,,
charlottesville tomorrow,charlottesville tomorrow,,2276,2016,O,,
coachella valley independent,coachella valley independent,,2279,2016,O,,
detailed block,detailed block,,2289,2016,O,,
edhat,edhat,,2293,2016,O,,
jersey bites,jersey bites,,2310,2016,O,,
manchesterinklink.com,manchesterinklink.com,,2326,2016,O,,
milford live,milford live,,2331,2016,O,,
milwaukee neighborhood news service,milwaukee neighborhood news service,,2332,2016,O,,
my edmonds news,my edmonds news,,2335,2016,O,,
my everett news,my everett news,,2336,2016,O,,
myburbank,myburbank,,2337,2016,O,,
new jersey arts news - www.njartsnews.org,new jersey arts news - www.njartsnews.org,,2340,2016,O,,
north carolina health news,north carolina health news,,2341,2016,O,,
orleans hub,orleans hub,,2343,2016,O,,
progress illinois,progress illinois,,2345,2016,O,,
racine county eye,racine county eye,,2347,2016,O,,
san angelo live,san angelo live,,2350,2016,O,,
stillwater current,stillwater current,,2361,2016,O,,
technically philly,technically philly,,2363,2016,O,,
the batavian,the batavian,,2366,2016,O,,
the columbia heart beat,the columbia heart beat,,2370,2016,O,,
the groton line,the groton line,,2374,2016,O,,
the locust fork news journal,the locust fork news journal,,2378,2016,O,,
the notebook,the notebook,,2381,2016,O,,
uptown messenger,uptown messenger,,2397,2016,O,,
west of the i,west of the i,,2401,2016,O,,
west philly local,west philly local,,2402,2016,O,,
yubanet,yubanet,,2407,2016,O,,
Georgia News Lab,,,9900,2018,,atlanta,ga
Daily Yonder,,,9901,2018,,whitesburg,ky
Hidden City Philadelphia,,,9902,2018,,philadelphia,pa
Conn. Health I-Team,,,9903,2018,,new haven ,ct
Iowa Center for Public Affairs Journalism,,,9904,2018,,iowa city,ia
The Austin Bulldog,,,9905,2018,,austin,tx
Aspen Journalism,,,9906,2018,,aspen,co
Seattle Globalist,,,9907,2018,,seattle,wa
Highlands Current,,,9908,2018,,cold spring,ny
Montana Free Press,,,9909,2018,,helena,mt
Ensia,,,9910,2018,,st. paul,mn
www.grantcountybeat.com,,,9911,2018,,silver city,nm
Solitary Watch,,,9912,2018,,,
East Lansing Info (ELi),,,9913,2018,,east lansing,mi
Auricle Productions,,,9914,2018,,missoula,mt
BenitoLink.com,,,9915,2018,,hollister,ca
Carolina Public Press,,,9916,2018,,asheville,nc
Shelterforce,,,9917,2018,,montclair,nj
The GroundTruth Project,,,9918,2018,,boston,ma
Alabama Initiative for Independent Journalism publishing as BirminghamWatch,,,9919,2018,,birmingham,al
California Health Report,,,9920,2018,,oakland,ca
City Bureau,,,9921,2018,,chicago,il
Pulitzer Center,,,9922,2018,,washington,dc
East Greenwich News,,,9923,2018,,east greenwich,ri
Daily Yonder,,,9924,2018,,whitesburg,ky
CNBNEWS,,,9925,2018,,gloucester ,nj
Georgia Health News,,,9926,2018,,atlanta,ga
FairWarning,,,9927,2018,,pasadena (los angeles metro),ca
ecoRI News,,,9928,2018,,providence,ri
Food and Environment Reporting Network,,,9929,2018,,washington,dc
MuckRock,,,9930,2018,,cambridge,ma
Investigative Reporting Workshop,,,9931,2018,,washington,dc
Center for Sustainable Journalism,,,9932,2018,,kennesaw,ga
Centro de Periodismo Investigativo,,,9933,2018,,san juan,pr
The Midwest Center for Investigative Reporting,,,9934,2018,,champaign,il
RiverheadLOCAL,,,9935,2018,,riverhead,ny
The Tyler Loop,,,9936,2018,,tyler,tx
Maryland Matters,,,9937,2018,,takoma park,md
OpenSecrets,,,9938,2018,,washington,dc
Current,,,9939,2018,,washington,dc
Voices of Monterey Bay,,,9940,2018,,salinas,ca
The Investigative Fund,,,9941,2018,,new york city,ny
Voice of OC,,,9942,2018,,santa ana,ca
Technically Media (publishes two brands: Technical.ly and Generocity.org),,,9943,2018,,philadelphia,pa
Madison365,,,9944,2018,,madison,wi
Investigative Newsource dba inewsource,,,9945,2018,,san diego,ca
"Insider Media Group, Inc.",,,9946,2018,,louisville,ky
PublicSource,,,9947,2018,,pittsburgh,pa
new food economy,,,9948,2018,,new york,ny
Connecticut News Project / Connecticut Mirror,,,9949,2018,,hartford,ct
Oklahoma Watch,,,9950,2018,,norman,ok
International Consortium of Investigative Journalists,,,9951,2018,,washington,dc
Injustice Watch,,,9952,2018,,chicago,il
The Trace,,,9953,2018,,brooklyn,ny
InsideClimate News,,,9954,2018,,brooklyn,ny
CALmatters,,,9955,2018,,sacramento,ca
Better Government Association,,,9956,2018,,chicago,il
Youth Radio,,,9957,2018,,oakland,ca
VTDigger.org,,,9958,2018,,montpelier,vt
The Hechinger Report,,,9959,2018,,new york,ny
The Texas Observer,,,9960,2018,,austin,tx
The Marshall Project,,,9961,2018,,new york,ny
St. Louis Public Radio,,,9962,2018,,st. louis,mo
Louisville Public Media,,,9963,2018,,louisville,ky
Chalkbeat,,,9964,2018,,new york,ny
"WHYY, Inc.",,,9965,2018,,philadelphia,pa
PBS NewsHour,,,9966,2018,,arlington,va
The Intercept,,,9967,2018,,new york,ny
"Philadelphia Media Network - The Philadelphia Inquirer, Daily News & Philly.com",,,9968,2018,,philadelphia,pa
